SiteID,Start hour,Final hour,Minutes connected,Uplink VolumeUsage(bits),Downlink VolumeUsage(bits)
BAMDIG001,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0004,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0005,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0006,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0007,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0008,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0009,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0010,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0014,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CADI0015,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CBOSTEST,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COCOIFX10074659V,10/15/2021 18:50,10/15/2021 19:50,59,629213952,11726705168
COCOIFX10074660V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COCOIFX10075306V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COCOSIM10070442V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COCOSIM10070443V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COEE0009J,10/15/2021 18:50,10/15/2021 19:50,21,1894168,1694464
COEE0062J,10/15/2021 18:50,10/15/2021 19:50,60,313832,431728
COEE0092J,10/15/2021 18:50,10/15/2021 19:50,54,199624,238432
COEE0102J,10/15/2021 18:50,10/15/2021 19:50,60,15157744,1804984
COEE0108J,10/15/2021 18:50,10/15/2021 19:50,60,1571456,853736
COEE0113J,10/15/2021 18:50,10/15/2021 19:50,60,158904,155488
COEE0117J,10/15/2021 18:50,10/15/2021 19:50,60,94096,133624
COEE0376J,10/15/2021 18:50,10/15/2021 19:50,60,13476936,1094840
COEE0387J,10/15/2021 18:50,10/15/2021 19:50,60,1165384,1029824
COEE0402J,10/15/2021 18:50,10/15/2021 19:50,60,11176312,2223600
COEE0405J,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COEE0410J,10/15/2021 18:50,10/15/2021 19:50,60,130176,148464
COEE0423J,10/15/2021 18:50,10/15/2021 19:50,60,16193704,1568992
COENP001,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COENP002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COENP003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COEP0071J,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COEP0083J,10/15/2021 18:50,10/15/2021 19:50,60,5182296,5191128
COEP0085J,10/15/2021 18:50,10/15/2021 19:50,41,24128,24592
COEP0124J,10/15/2021 18:50,10/15/2021 19:50,60,1832904,523248
COIFXCALE01,10/15/2021 18:50,10/15/2021 19:50,60,56411384,991855640
COIFXCLAN02,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COIMOVIL01,10/15/2021 18:50,10/15/2021 19:50,31,10585272,262405504
COIMOVIL03,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COSIMS0001,10/15/2021 18:50,10/15/2021 19:50,60,70577616,565331464
COUSP004,10/15/2021 18:50,10/15/2021 19:50,60,740312,1442400
COUSP005,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COUSP006,10/15/2021 18:50,10/15/2021 19:50,0,0,0
COUSP008,10/15/2021 18:50,10/15/2021 19:50,44,451792,660816
COUSP020,10/15/2021 18:50,10/15/2021 19:50,60,10597896,59201880
CRCRRAD10082234V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CRENT002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CRENT003,10/15/2021 18:50,10/15/2021 19:50,60,736213992,3441954128
CRENT004,10/15/2021 18:50,10/15/2021 19:50,0,0,0
CRTSEMOVIL,10/15/2021 18:50,10/15/2021 19:50,0,0,0
EPSOMED1011,10/15/2021 18:50,10/15/2021 19:50,0,0,0
EPSOMED1012,10/15/2021 18:50,10/15/2021 19:50,0,0,0
EPSOMED1013,10/15/2021 18:50,10/15/2021 19:50,36,24960,25440
EPSOMED1014,10/15/2021 18:50,10/15/2021 19:50,0,0,0
EPSOMED1015,10/15/2021 18:50,10/15/2021 19:50,38,24960,25440
GCNTEST01,10/15/2021 18:50,10/15/2021 19:50,34,20800,21200
GRECLA001,10/15/2021 18:50,10/15/2021 19:50,60,24960,106080
GRENAP009,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRENAP010,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG001,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG004,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG005,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG006,10/15/2021 18:50,10/15/2021 19:50,22,68896,202952
GRETIG007,10/15/2021 18:50,10/15/2021 19:50,34,20800,21200
GRETIG008,10/15/2021 18:50,10/15/2021 19:50,28,28992,35720
GRETIG009,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG010,10/15/2021 18:50,10/15/2021 19:50,50,1141312,21200
GRETIG011,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG012,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
GRETIG013,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG016,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG017,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG018,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG019,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG020,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG021,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GRETIG022,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTESTEC,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
GTGQ0007,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGQ0008,10/15/2021 18:50,10/15/2021 19:50,60,719648,1389816
GTGQ0009,10/15/2021 18:50,10/15/2021 19:50,60,752128,1510200
GTGQ0010,10/15/2021 18:50,10/15/2021 19:50,53,24544,25016
GTGQ0011,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGQ0012,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGQ0013,10/15/2021 18:50,10/15/2021 19:50,60,695530024,2222033664
GTGT00220124,10/15/2021 18:50,10/15/2021 19:50,60,1393600,917296
GTGT00220129,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGT00220156,10/15/2021 18:50,10/15/2021 19:50,60,590624,541144
GTGT00220161,10/15/2021 18:50,10/15/2021 19:50,60,838360,642400
GTGT00220162,10/15/2021 18:50,10/15/2021 19:50,60,281680,338640
GTGT00220163,10/15/2021 18:50,10/15/2021 19:50,60,548784,641080
GTGT00220164,10/15/2021 18:50,10/15/2021 19:50,60,460888,502656
GTGT00220169,10/15/2021 18:50,10/15/2021 19:50,60,3888072,5276296
GTGT00220170,10/15/2021 18:50,10/15/2021 19:50,60,330976,312512
GTGT00220172,10/15/2021 18:50,10/15/2021 19:50,60,1268104,912808
GTGT00220182,10/15/2021 18:50,10/15/2021 19:50,60,1503480,1326216
GTGT00220192,10/15/2021 18:50,10/15/2021 19:50,60,478688,598672
GTGT00270072,10/15/2021 18:50,10/15/2021 19:50,60,1366824,1055344
GTGT00300018,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGT02350001,10/15/2021 18:50,10/15/2021 19:50,60,1935456,1765952
GTGT03730003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGT03810001,10/15/2021 18:50,10/15/2021 19:50,60,3301296,1826224
GTGT03850001,10/15/2021 18:50,10/15/2021 19:50,60,6842864,1814408
GTGT03900001,10/15/2021 18:50,10/15/2021 19:50,60,329416,248552
GTGT03930001,10/15/2021 18:50,10/15/2021 19:50,60,4227616,1324104
GTGT03980001,10/15/2021 18:50,10/15/2021 19:50,40,57536,62032
GTGT04000001,10/15/2021 18:50,10/15/2021 19:50,26,100840,260600
GTGT04020001,10/15/2021 18:50,10/15/2021 19:50,60,125488,333688
GTGT04030001,10/15/2021 18:50,10/15/2021 19:50,60,898768,1112640
GTGTENE10012890V,10/15/2021 18:50,10/15/2021 19:50,60,41576,51456
GTGTNAV10067504V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTNAV10075798V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTNAV10076794V,10/15/2021 18:50,10/15/2021 19:50,50,30994496,12206024
GTGTNAV10080168V,10/15/2021 18:50,10/15/2021 19:50,6,208616,37808
GTGTTEL10077201V,10/15/2021 18:50,10/15/2021 19:50,53,240064,133936
GTGTTEL10077202V,10/15/2021 18:50,10/15/2021 19:50,35,30368,30952
GTGTTEL10077203V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077204V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077205V,10/15/2021 18:50,10/15/2021 19:50,60,4877568,6773408
GTGTTEL10077206V,10/15/2021 18:50,10/15/2021 19:50,60,6378560,7229920
GTGTTEL10077207V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077208V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077209V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077210V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077211V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077212V,10/15/2021 18:50,10/15/2021 19:50,49,1343520,9037440
GTGTTEL10077213V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077214V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077215V,10/15/2021 18:50,10/15/2021 19:50,53,3684008,7369728
GTGTTEL10077216V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077217V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077218V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077219V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077220V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077221V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077222V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077223V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077224V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077225V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077226V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077227V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077228V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077229V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077230V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077231V,10/15/2021 18:50,10/15/2021 19:50,60,24960,12325280
GTGTTEL10077232V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077233V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077234V,10/15/2021 18:50,10/15/2021 19:50,60,156402896,2440436992
GTGTTEL10077235V,10/15/2021 18:50,10/15/2021 19:50,27,2057648,80934344
GTGTTEL10077236V,10/15/2021 18:50,10/15/2021 19:50,48,15219656,15857864
GTGTTEL10077237V,10/15/2021 18:50,10/15/2021 19:50,47,12213816,4406768
GTGTTEL10077238V,10/15/2021 18:50,10/15/2021 19:50,24,62424,39248
GTGTTEL10077239V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077240V,10/15/2021 18:50,10/15/2021 19:50,60,81055104,520930928
GTGTTEL10077241V,10/15/2021 18:50,10/15/2021 19:50,49,143824,581456
GTGTTEL10077242V,10/15/2021 18:50,10/15/2021 19:50,41,24128,24592
GTGTTEL10077243V,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
GTGTTEL10077244V,10/15/2021 18:50,10/15/2021 19:50,43,4181792,5399216
GTGTTEL10077245V,10/15/2021 18:50,10/15/2021 19:50,60,4086488,101656
GTGTTEL10077246V,10/15/2021 18:50,10/15/2021 19:50,42,5933872,3707816
GTGTTEL10077247V,10/15/2021 18:50,10/15/2021 19:50,43,1006520,381848
GTGTTEL10077248V,10/15/2021 18:50,10/15/2021 19:50,49,6764384,30955576
GTGTTEL10077249V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077250V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077251V,10/15/2021 18:50,10/15/2021 19:50,36,3265240,1457440
GTGTTEL10077252V,10/15/2021 18:50,10/15/2021 19:50,48,24448744,1628652952
GTGTTEL10077253V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077254V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077255V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077256V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077257V,10/15/2021 18:50,10/15/2021 19:50,48,15179384,18433904
GTGTTEL10077258V,10/15/2021 18:50,10/15/2021 19:50,43,1509104,1860864
GTGTTEL10077259V,10/15/2021 18:50,10/15/2021 19:50,43,24960,25440
GTGTTEL10077260V,10/15/2021 18:50,10/15/2021 19:50,57,38369376,1561669552
GTGTTEL10077261V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077262V,10/15/2021 18:50,10/15/2021 19:50,60,155059784,4118191192
GTGTTEL10077263V,10/15/2021 18:50,10/15/2021 19:50,58,30607488,407541400
GTGTTEL10077264V,10/15/2021 18:50,10/15/2021 19:50,60,8479424,295795592
GTGTTEL10077265V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077266V,10/15/2021 18:50,10/15/2021 19:50,60,64181312,2232344080
GTGTTEL10077267V,10/15/2021 18:50,10/15/2021 19:50,42,106752,63264
GTGTTEL10077268V,10/15/2021 18:50,10/15/2021 19:50,43,145184,73320
GTGTTEL10077269V,10/15/2021 18:50,10/15/2021 19:50,60,161324832,5984543312
GTGTTEL10077270V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077271V,10/15/2021 18:50,10/15/2021 19:50,60,49989632,1366396872
GTGTTEL10077272V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077273V,10/15/2021 18:50,10/15/2021 19:50,60,129890688,2491032896
GTGTTEL10077274V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077275V,10/15/2021 18:50,10/15/2021 19:50,23,1811992,121096400
GTGTTEL10077276V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTGTTEL10077277V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTHOT100,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTHOT101,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTIN0011,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN001,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN004,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN005,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTMIN006,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTTELNOR,10/15/2021 18:50,10/15/2021 19:50,0,0,0
GTUF0001,10/15/2021 18:50,10/15/2021 19:50,54,24960,25440
GU000218,10/15/2021 18:50,10/15/2021 19:50,60,1138752,3079696
GUUG0225J,10/15/2021 18:50,10/15/2021 19:50,60,1619528,1059136
HNHNTMG10041315V,10/15/2021 18:50,10/15/2021 19:50,0,0,0
HNHNTMG10041496V,10/15/2021 18:50,10/15/2021 19:50,60,17535712,11081184
HNTM005,10/15/2021 18:50,10/15/2021 19:50,0,0,0
HNTM006,10/15/2021 18:50,10/15/2021 19:50,0,0,0
HNTM008,10/15/2021 18:50,10/15/2021 19:50,0,0,0
HNTM009,10/15/2021 18:50,10/15/2021 19:50,32,386176,507248
HNTM010,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA000,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA001,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA002,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA003,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA008,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA009,10/15/2021 18:50,10/15/2021 19:50,60,92888056,2684447920
MEDUCA010,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA011,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA014,10/15/2021 18:50,10/15/2021 19:50,28,101592,173816
MEDUCA015,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA016,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA017,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA019,10/15/2021 18:50,10/15/2021 19:50,60,96096,25440
MEDUCA020,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA024,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA029,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA030,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA031,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA032,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA033,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA034,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA035,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA036,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA037,10/15/2021 18:50,10/15/2021 19:50,18,57064,341192
MEDUCA038,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA039,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA040,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA043,10/15/2021 18:50,10/15/2021 19:50,60,261736664,3768025344
MEDUCA044,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA045,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA046,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA047,10/15/2021 18:50,10/15/2021 19:50,36,24960,25440
MEDUCA048,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA050,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA052,10/15/2021 18:50,10/15/2021 19:50,36,24960,25440
MEDUCA053,10/15/2021 18:50,10/15/2021 19:50,36,35744,26656
MEDUCA055,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA056,10/15/2021 18:50,10/15/2021 19:50,15,84944,286976
MEDUCA057,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA059,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA060,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA061,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA062,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA063,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA064,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA065,10/15/2021 18:50,10/15/2021 19:50,33,24960,25440
MEDUCA066,10/15/2021 18:50,10/15/2021 19:50,44,35744,26656
MEDUCA069,10/15/2021 18:50,10/15/2021 19:50,32,44064,47112
MEDUCA071,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA072,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA073,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA074,10/15/2021 18:50,10/15/2021 19:50,36,34400,40024
MEDUCA075,10/15/2021 18:50,10/15/2021 19:50,40,37728,46432
MEDUCA076,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA077,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA078,10/15/2021 18:50,10/15/2021 19:50,29,33568,52648
MEDUCA079,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA080,10/15/2021 18:50,10/15/2021 19:50,60,24960,24615872
MEDUCA081,10/15/2021 18:50,10/15/2021 19:50,46,828840,1058696
MEDUCA082,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA083,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA084,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA085,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA086,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA087,10/15/2021 18:50,10/15/2021 19:50,52,749968,5087744
MEDUCA088,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA089,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA094,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA095,10/15/2021 18:50,10/15/2021 19:50,37,24960,25440
MEDUCA096,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA097,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA100,10/15/2021 18:50,10/15/2021 19:50,43,25568,26048
MEDUCA101,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA102,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA103,10/15/2021 18:50,10/15/2021 19:50,40,71546704,683525984
MEDUCA105,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA106,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA108,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA109,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA117,10/15/2021 18:50,10/15/2021 19:50,43,25792,26288
MEDUCA118,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA119,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA121,10/15/2021 18:50,10/15/2021 19:50,60,491063048,4436016104
MEDUCA122,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA123,10/15/2021 18:50,10/15/2021 19:50,25,142170520,625826896
MEDUCA124,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA126,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA127,10/15/2021 18:50,10/15/2021 19:50,37,24960,25440
MEDUCA129,10/15/2021 18:50,10/15/2021 19:50,48,24960,25440
MEDUCA130,10/15/2021 18:50,10/15/2021 19:50,36,41504,29696
MEDUCA131,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA132,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA133,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA134,10/15/2021 18:50,10/15/2021 19:50,58,6993264,66844256
MEDUCA135,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA136,10/15/2021 18:50,10/15/2021 19:50,60,504792720,3199211376
MEDUCA137,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA140,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA142,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
MEDUCA145,10/15/2021 18:50,10/15/2021 19:50,33,24960,25440
MEDUCA146,10/15/2021 18:50,10/15/2021 19:50,60,37746568,266988400
MEDUCA147,10/15/2021 18:50,10/15/2021 19:50,38,24960,25440
MEDUCA149,10/15/2021 18:50,10/15/2021 19:50,47,24960,122720
MEDUCA150,10/15/2021 18:50,10/15/2021 19:50,52,232928,143072
MEDUCA151,10/15/2021 18:50,10/15/2021 19:50,60,192288,224128
MEDUCA152,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA153,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA154,10/15/2021 18:50,10/15/2021 19:50,60,121025864,3366930624
MEDUCA155,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA156,10/15/2021 18:50,10/15/2021 19:50,45,1125120,1121360
MEDUCA157,10/15/2021 18:50,10/15/2021 19:50,0,0,0
